Number;EffectiveEndDate;MainDisciplineLevel1;CallTitle;OutputDataSetId
191063;2022-04-30;Biology and Medicine;Postdoc.Mobility 2019 August;2972D0C5-9ED8-468D-B671-347CC6CA86F2
199552;2023-04-30;Humanities and Social Sciences;Early Postdoc.Mobility 2020 September;NA
172179;2019-03-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;NA
170941;2021-06-30;Mathematics, Natural- and Engineering Sciences;Leadinghouses - Swiss Südafrika 2016;902CA38F-101D-4E12-8125-3F3DDB9D505D
170941;2021-06-30;Mathematics, Natural- and Engineering Sciences;Leadinghouses - Swiss Südafrika 2016;BCDAA3F0-63EE-4EC6-B39F-54F67FA2A0E0
170941;2021-06-30;Mathematics, Natural- and Engineering Sciences;Leadinghouses - Swiss Südafrika 2016;E6784F00-759E-4888-90B1-A1ABA780DA81
170941;2021-06-30;Mathematics, Natural- and Engineering Sciences;Leadinghouses - Swiss Südafrika 2016;43D51C1C-6131-42C3-B6A1-30D96B3E8204
170941;2021-06-30;Mathematics, Natural- and Engineering Sciences;Leadinghouses - Swiss Südafrika 2016;A9FA5851-C069-4185-BA4E-AE7B7C0D01C7
178170;2019-06-30;Humanities and Social Sciences;Early Postdoc.Mobility 2017 September;NA
167133;2021-11-30;Biology and Medicine;NFP 72: Gesuch;66C722C2-7C1D-4397-BCFF-7F6DCB502A62
172054;2020-01-31;Humanities and Social Sciences;Doc.CH 2016 September;NA
190078;2022-09-30;Mathematics, Natural- and Engineering Sciences;SNF-Förderungsprofessuren: Fortsetzgsg. 2019 Juli;NA
189915;2023-08-31;Interdisciplinary;Sinergia 2019 Juni;NA
206795;2023-02-28;Biology and Medicine;Rückkehr CH Postdoc.Mobility 2021 August;NA
169366;2019-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;NA
157076;2019-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
153173;2018-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;NA
195704;2021-11-30;Humanities and Social Sciences;Spark 2020 März;NA
200160;2022-06-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2020 September;NA
166482;2019-03-31;Biology and Medicine;Projektförderung 2015;051A885B-F507-499E-B985-85A1672721C9
166482;2019-03-31;Biology and Medicine;Projektförderung 2015;7AD569FA-E550-4C4B-AE7B-EE3F818EA11C
166482;2019-03-31;Biology and Medicine;Projektförderung 2015;F8473230-1C81-4888-BBE2-F0FC93EF3716
166482;2019-03-31;Biology and Medicine;Projektförderung 2015;E8AFDC1B-8732-43DE-8D79-A6007CC98627
166482;2019-03-31;Biology and Medicine;Projektförderung 2015;3D1245A3-6158-4F20-BDB7-7B2B1049FF8C
173328;2020-10-31;Mathematics, Natural- and Engineering Sciences;Leadinghouses Argentina;NA
166233;2021-02-28;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
178784;2021-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;7DFAEFE7-3FEA-4EE4-BB02-6F92DCD19A5B
165672;2018-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;5BC2640B-4387-4276-917D-7423212CB790
184993;2023-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;43A57340-3847-423A-894E-B84C5EA96E6C
160265;2018-03-31;Biology and Medicine;Projektförderung 2014;NA
187624;2022-10-31;Humanities and Social Sciences;Early Postdoc.Mobility 2019 März;NA
172626;2021-07-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;NA
156011;2018-05-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
157851;2017-11-30;Humanities and Social Sciences;NFP 68: Zweitausschreibung 2014;NA
191802;2021-08-31;Biology and Medicine;Early Postdoc.Mobility 2019 September;NA
194929;2022-01-31;Humanities and Social Sciences;Early Postdoc.Mobility 2020 März;NA
164444;2018-07-31;Biology and Medicine;Marie Heim Vögtlin 2015;NA
194460;2021-10-31;Mathematics, Natural- and Engineering Sciences;Rückkehr CH Postdoc.Mobility 2020 Februar;445FB2EC-3A89-40CE-A095-EB99C56555D3
159514;2018-03-31;Biology and Medicine;Projektförderung 2014;NA
184816;2023-04-30;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;98B1D192-C28B-4239-9CC6-ED8096AA73FD
184816;2023-04-30;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;09172002-BFDF-403E-A65D-7B1B37B3607A
160251;2018-04-30;Biology and Medicine;Projektförderung 2014;NA
159665;2020-07-31;Biology and Medicine;Projektförderung 2014;NA
181584;2020-03-31;Biology and Medicine;Early Postdoc.Mobility 2018 März;NA
178107;2021-07-31;Biology and Medicine;Early Postdoc.Mobility 2017 September;NA
159454;2018-04-30;Biology and Medicine;Projektförderung 2014;NA
168557;2017-10-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;NA
170000;2018-12-31;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;NA
174312;2019-11-30;Mathematics, Natural- and Engineering Sciences;Advanced Postdoc.Mobility 2017;NA
172493;2020-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;9E4A4F75-4C2D-4086-82B2-908E11B67B34
172493;2020-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;49E36F65-346D-44BB-B506-6DA9D2752342
174773;2018-03-31;Humanities and Social Sciences;Doc.Mobility 2017;NA
221701;2023-10-31;Biology and Medicine;IICT- PPI Preparatory Grant 2023;NA
189363;2022-12-31;Biology and Medicine;Excellence grant 2019 April;NA
171967;2018-09-30;Biology and Medicine;Early Postdoc.Mobility 2016;NA
195955;2021-11-30;Biology and Medicine;Spark 2020 März;NA
163351;2018-12-31;Biology and Medicine;Projektförderung 2015;NA
182235;2023-07-31;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;NA
172570;2021-08-31;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;NA
203053;2022-12-31;Biology and Medicine;Postdoc.Mobility 2021 Februar;NA
168994;2019-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;NA
188697;2022-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2019 April Abt. 2;44C18256-C59F-49CA-B237-423DC6F3F939
183081;2020-03-31;Humanities and Social Sciences;Digital Lives 2018;NA
209145;2023-02-28;Mathematics, Natural- and Engineering Sciences;Bridge - Proof of Concept 2021 Dezember;NA
154965;2018-02-28;Humanities and Social Sciences;Ambizione 2014;NA
180785;2018-09-30;Biology and Medicine;Postdoc.Mobility 2018 Februar;NA
190070;2021-10-31;Humanities and Social Sciences;SNF-Förderungsprofessuren: Fortsetzgsg. 2019 Juli;1E3BD570-D368-4431-A20C-4B9C3079752C
194374;2022-03-31;Biology and Medicine;Postdoc.Mobility 2020 Februar;NA
204676;2023-01-31;Humanities and Social Sciences;Projektförderung 2021 April Abt. 1;NA
186158;2023-12-31;Mathematics, Natural- and Engineering Sciences;Ambizione 2018;NA
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;3120C218-3F03-4DCE-A9A4-1B380E0AA721
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;4C0D0F42-5A04-40AC-9C08-6CF1B3278C26
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;525E8B46-8A1A-4548-A625-EDEC377C4480
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;EC966157-1471-4497-AEB8-AEDAAB95EF8D
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;762CDD34-979C-4EE9-A576-E43EDC54963E
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;BB004D5B-F0DC-42D3-A302-DA2ACEA4B40B
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;E9C73108-AA2C-4E48-9EF7-786EA642420F
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;55417EE7-A4AF-47F3-9833-30AE06365542
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;BDEA1505-86B9-436E-B85E-3327C15B7E07
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;270E03ED-6C34-4334-8AA7-5EB33978B541
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;E42BC3E1-FB82-4037-A193-F7B9D5839E59
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;F31E12F8-3FAE-4C68-A1E2-0E7151C3CBA2
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;FF857541-897F-49BA-9CF0-2F115FC22317
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;56871526-37EE-43EE-BF92-71B54D8B90FA
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;F4AF3A18-6EBB-4B4D-A6EF-A2046832E3BA
175970;2021-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;C6F463E4-3EFA-4B56-954B-F298A7EBA023
182864;2021-09-30;Mathematics, Natural- and Engineering Sciences;Excellence grant 2018 April;89C2E476-AABD-4D7B-8FFC-9EC53EF51597
182864;2021-09-30;Mathematics, Natural- and Engineering Sciences;Excellence grant 2018 April;11E78763-42E0-4FC3-8AF5-FCCBE3B6F278
165324;2017-10-31;Biology and Medicine;Early Postdoc.Mobility 2015;NA
190630;2021-05-31;Mathematics, Natural- and Engineering Sciences;Spark 2019 Juli;NA
147836;2018-06-30;Humanities and Social Sciences;NA;NA
153921;2018-12-31;Mathematics, Natural- and Engineering Sciences;NFP 70: Gesuch 2014;NA
190328;2021-11-30;Mathematics, Natural- and Engineering Sciences;Spark 2019 Juli;DE0A4BC4-10D4-45D0-8910-4FC568C2BAE9
169104;2021-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;NA
190345;2021-04-30;Mathematics, Natural- and Engineering Sciences;Spark 2019 Juli;EE88B550-B2A0-4F67-A918-1147DEC794A9
196067;2022-04-30;Mathematics, Natural- and Engineering Sciences;Spark 2020 März;NA
166437;2019-09-30;Biology and Medicine;Projektförderung 2015;1CFA716B-9CF9-4385-8846-08A51BF407F4
166437;2019-09-30;Biology and Medicine;Projektförderung 2015;0EAC0706-83F7-47B2-BE3A-2DC84C9EF0C2
149474;2018-04-30;Biology and Medicine;Projektförderung 2013 ;NA
177374;2023-04-30;Humanities and Social Sciences;NFP 76: Gesuch 2018;NA
177386;2023-10-31;Biology and Medicine;r4d - Thematically Open Call - Gesuch 2018;NA
159453;2018-11-30;Biology and Medicine;Projektförderung 2014;NA
156044;2019-01-31;Humanities and Social Sciences;Projektförderung 2014;NA
195232;2022-01-31;Biology and Medicine;Early Postdoc.Mobility 2020 März;NA
162636;2018-10-31;Biology and Medicine;Projektförderung 2015;NA
166686;2019-06-30;Biology and Medicine;Projektförderung 2015;NA
165667;2019-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
166455;2020-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
193471;2022-10-31;Mathematics, Natural- and Engineering Sciences;Ambizione 2019;NA
168827;2017-12-31;Biology and Medicine;Early Postdoc.Mobility 2016;NA
166998;2021-02-28;Biology and Medicine;NFP 72: Gesuch;NA
192476;2023-06-30;Biology and Medicine;Projektförderung 2019 Oktober Abt. 3;NA
191665;2021-09-30;Biology and Medicine;Early Postdoc.Mobility 2019 September;NA
184411;2020-01-31;Humanities and Social Sciences;Doc.Mobility 2018 September;NA
162469;2019-12-31;Humanities and Social Sciences;Projektförderung 2015;NA
156936;2017-12-31;Biology and Medicine;Projektförderung 2014;NA
172895;2021-12-31;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;NA
172202;2019-02-28;Humanities and Social Sciences;Doc.CH 2016 September;NA
166678;2019-03-31;Biology and Medicine;Projektförderung 2015;NA
172595;2021-03-31;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;NA
163045;2019-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
164464;2018-05-31;Biology and Medicine;Marie Heim Vögtlin 2015;NA
213910;2022-10-31;Humanities and Social Sciences;IICT- PPI Preparatory Grant 2022;NA
172929;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;NA
169120;2018-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;NA
155416;2018-10-31;Mathematics, Natural- and Engineering Sciences;CHIST-ERA 2013;NA
163085;2019-03-31;Biology and Medicine;Projektförderung 2015;NA
183123;2020-01-31;Humanities and Social Sciences;Digital Lives 2018;2099D0CF-F027-49DA-9C8C-F3A8B9DC26D5
183123;2020-01-31;Humanities and Social Sciences;Digital Lives 2018;F75AE972-3888-4230-A520-95C87108C3EF
162402;2020-07-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
185931;2023-12-31;Mathematics, Natural- and Engineering Sciences;PRIMA 2018;A176035D-DDB9-46CE-935C-3588D627F53F
185931;2023-12-31;Mathematics, Natural- and Engineering Sciences;PRIMA 2018;5F3A922D-3F3A-4186-AC5F-52D82AA77AC1
172621;2021-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;NA
169906;2021-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;8E440125-000F-44F0-998A-6F8435009738
169906;2021-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;60E20141-64FA-4BD8-B927-9A59587A31F9
169906;2021-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;55A1AEBD-D8C5-4330-B054-BDFB3B42378C
169906;2021-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;2C43222A-159B-4379-8992-FF010A9A5830
169906;2021-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;3838BAC6-A5FA-456F-AE6F-8E594E2F0C7A
169906;2021-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;77C022F7-9FAA-46D7-A9F2-BB538657B70E
169906;2021-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;4DA28B05-1FF5-4CEC-81A9-26532E226A17
169906;2021-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;E3BA9C94-6315-4801-A41E-A50774098034
169906;2021-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;F5324CFA-B64C-44FC-A48B-AB42FD85AA01
176039;2022-03-31;Biology and Medicine;Projektförderung 2017 April Abt. 3;NA
184251;2021-08-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2018 September;F4EF70A9-621C-46E6-BB17-58576500F949
174174;2022-12-31;Humanities and Social Sciences;Ambizione 2017;1D4EDC48-E76F-48AA-9554-C5C19DEF001C
155866;2017-12-31;Biology and Medicine;Projektförderung 2014;NA
180258;2023-08-31;Interdisciplinary;Sinergia 2017 Dezember;NA
156251;2018-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
191205;2022-06-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 September;NA
147002;2018-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2012;NA
195248;2023-04-30;Humanities and Social Sciences;Early Postdoc.Mobility 2020 März;NA
186369;2023-12-31;Interdisciplinary;Sinergia 2018 December;NA
187677;2020-12-31;Humanities and Social Sciences;Doc.Mobility 2019 März;NA
174761;2018-09-30;Humanities and Social Sciences;Doc.Mobility 2017;NA
174703;2019-03-31;Biology and Medicine;NA;NA
155960;2018-02-28;Biology and Medicine;Projektförderung 2014;NA
162560;2018-09-30;Biology and Medicine;Projektförderung 2015;NA
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;7F6758AB-C533-45AB-807F-1916B4CE876D
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;F562F481-4201-400E-A65C-194110388538
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;92AFC2F6-28A3-45DF-BDBB-3AD9422BD210
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;58303CCA-0E20-4A41-9EFD-4A3ED557CEFB
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;08262B5E-9FF3-4F23-860A-6AD8286461AF
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;AB818C56-60B2-42BB-8F42-6D27E3DCC8AD
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;B190A894-050B-4D02-BB32-E0473B8E5B73
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;42264E5F-1ED4-4200-97CA-E09959DA15F6
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;4556EC25-BB0C-45CB-90B9-E2DC40453AA8
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;5A293104-8AEA-42C7-A93E-28D9C7FB4D20
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;E1DAA633-E1C0-48A2-85A2-D9CD17CD51D3
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;B08CBE12-E8CC-4F90-A6D1-DE8ECCA43595
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;7C46319B-599B-46F7-A2B8-173EAFA41BBD
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;DAFDDBF2-7ADF-460E-99BD-79FC1B65A34A
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;81B0150C-A896-437F-BFEB-7B88C5E48E80
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;8699305B-1EC5-4727-97EE-2EE1E01976AC
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;F18FCFC4-C73F-4ECF-AC68-6064575EDC40
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;A2DE29D7-1CF1-489D-B8F6-6303473D62A7
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;2FF0E951-450B-4AAB-84A7-00E448BD13DF
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;753305CE-7BCD-432C-95D7-04C667584598
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;8ADDD238-C716-4AC5-A68B-2597679BFFBA
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;2BDD38D9-1BA0-4BEE-B1B4-B72F01F237DB
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;A13D239E-C089-41C8-BCB5-B80A7E9B0CC3
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;ED4E37C1-1EA6-4051-8C6D-B912B87E70D8
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;438DC210-C1A7-4574-94F3-BA65B45059D7
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;E21E6ECF-CB19-456F-AD58-E7DF1B37BB78
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;0ACED1E1-8587-4305-A9B8-EA763020BAB7
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;CB3D2DDC-891B-4881-8036-05CC4AE9C827
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;2EC06290-DC30-4CF9-A082-07CF14171C34
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;626E27B9-A674-4FEF-8D89-578A4D8C94B0
173363;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;2B28965F-A4E8-42EB-A8F3-57937AC9964E
