Number;EffectiveEndDate;MainDisciplineLevel1;CallTitle;OutputDataSetId
178972;2022-07-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;B82C49EF-F3AA-44F9-B1D6-C15083A42823
178972;2022-07-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;FBB3B8BA-753F-4052-A5BF-D774FF13856A
178972;2022-07-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;E2DD4F4A-AF65-4224-BA5A-29B5D2BBD23B
178972;2022-07-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;5BFDC011-5BCE-4CE8-81D8-B2EDE0CAA58B
190387;2021-03-31;Humanities and Social Sciences;Spark 2019 Juli;NA
191455;2021-09-30;Mathematics, Natural- and Engineering Sciences;Bridge - Proof of Concept 2019 September;NA
181647;2019-08-31;Humanities and Social Sciences;Doc.Mobility 2018 März;NA
175227;2018-04-30;Humanities and Social Sciences;Doc.Mobility 2017;NA
199672;2022-08-31;Biology and Medicine;Early Postdoc.Mobility 2020 September;NA
174753;2019-02-28;Biology and Medicine;Early Postdoc.Mobility 2017;NA
173012;2021-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;NA
191289;2021-12-31;Biology and Medicine;Early Postdoc.Mobility 2019 September;NA
172840;2020-10-31;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;NA
175913;2022-06-30;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;NA
165261;2017-12-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2015;NA
156401;2019-06-30;Biology and Medicine;Projektförderung 2014;NA
183008;2020-08-31;Humanities and Social Sciences;Digital Lives 2018;5B51D562-0CED-4D7E-A758-510041260A9D
160020;2019-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;5763BBD9-158A-4168-8057-5F277D0FB379
173880;2019-08-31;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;NA
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;75BFDC1D-79FF-4014-B3EB-2058951A3815
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;0046BFF1-4746-4919-8810-53DAEBFD4C4A
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;6175A042-8A91-483F-AB9A-8F15544172C8
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;65D6243B-F846-45B2-988A-A0527D387225
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;5FB06903-FD80-4114-ACBF-F2D47EC7FC49
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;88A99396-EA81-4B3B-AE3C-0AFC5DBAC7B4
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;03F31C97-D553-4254-BBCF-A71477591331
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;07091677-93DA-4A4A-B5D9-14E0BC6AF464
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;9906736C-E8C2-4A4F-9BA8-59BF741D32F4
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;EDEB8D46-4EFC-43E8-8584-5AF4B4B76C5D
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;05E7EBBD-2435-4D8C-A6F8-920C074958F9
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;71730BDE-C512-4752-A846-4D0FC9F891A4
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;947147E5-52EF-4D72-9937-7D6B62B12C1A
179150;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;CEFC77F3-EEA9-4671-817E-EE1068F9598D
183930;2021-08-31;Biology and Medicine;Postdoc.Mobility 2018 August;FFF30E8D-111E-4CA4-B8D4-209901000703
183930;2021-08-31;Biology and Medicine;Postdoc.Mobility 2018 August;7B4C34E4-5E95-4D96-A73B-3C4D3E1EBC09
183930;2021-08-31;Biology and Medicine;Postdoc.Mobility 2018 August;E0C6E4DF-D76A-4120-83D0-58DB8440846C
183930;2021-08-31;Biology and Medicine;Postdoc.Mobility 2018 August;CB74830B-C817-4D61-849D-9C410A4D8819
183930;2021-08-31;Biology and Medicine;Postdoc.Mobility 2018 August;2807C034-E8C0-4C10-8191-635D548DB0B5
183930;2021-08-31;Biology and Medicine;Postdoc.Mobility 2018 August;82B2FC6C-65CF-466C-8847-A663427F68AC
170621;2019-02-28;Biology and Medicine;SNF-Förderprofessuren Fortsetzungsgesuche 2016;NA
178841;2023-05-31;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;8249D053-6151-4B48-8CC8-2DBE072A08B8
149304;2017-12-31;Biology and Medicine;Projektförderung 2013 ;NA
190365;2021-08-31;Mathematics, Natural- and Engineering Sciences;Spark 2019 Juli;NA
155955;2018-07-31;Biology and Medicine;Projektförderung 2014;NA
175015;2019-06-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2017;NA
154066;2017-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;440CD3D6-7AFE-4A16-A378-13D3BB104E5C
175843;2020-12-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;NA
195488;2021-06-30;Biology and Medicine;Doc.Mobility 2020 März;NA
182345;2022-09-30;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;NA
174514;2019-08-31;Mathematics, Natural- and Engineering Sciences;Advanced Postdoc.Mobility 2017;NA
160290;2017-10-31;Biology and Medicine;Projektförderung 2014;NA
163448;2018-07-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
170503;2023-06-30;Humanities and Social Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2016;NA
177147;2018-08-31;Humanities and Social Sciences;GROW;NA
160034;2019-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
153747;2018-12-31;Mathematics, Natural- and Engineering Sciences;NFP 70: Gesuch 2014;NA
146336;2017-11-30;Humanities and Social Sciences;Projektförderung 2012;NA
182462;2023-12-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;NA
179217;2022-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;E2C3B541-01CE-42C7-9030-C53F2AB70578
166236;2020-03-31;Humanities and Social Sciences;Projektförderung 2015;NA
172180;2018-08-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;NA
173608;2020-06-30;Biology and Medicine;JPIAMR 2016;NA
160052;2019-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
182038;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;NA
164714;2017-10-31;Biology and Medicine;Advanced Postdoc.Mobility 2015;NA
171494;2019-09-30;Mathematics, Natural- and Engineering Sciences;Advanced Postdoc.Mobility 2016;NA
179497;2022-03-31;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;NA
192710;2021-12-31;Biology and Medicine;Projektförderung 2019 Oktober Abt. 3;NA
190677;2021-02-28;Mathematics, Natural- and Engineering Sciences;Spark 2019 Juli;NA
190887;2021-05-31;Biology and Medicine;Spark 2019 Juli;NA
188188;2021-08-31;Humanities and Social Sciences;Early Postdoc.Mobility 2019 März;02A3F8C4-4463-434D-A20B-BEC99BCC59FF
188188;2021-08-31;Humanities and Social Sciences;Early Postdoc.Mobility 2019 März;5AC87C5D-9A1E-423D-861D-6588760A518D
188188;2021-08-31;Humanities and Social Sciences;Early Postdoc.Mobility 2019 März;0D441609-08FE-42BD-B1F3-78E6DF0E989F
165200;2019-05-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2015;NA
176131;2021-09-30;Biology and Medicine;Projektförderung 2017 April Abt. 3;NA
174828;2019-11-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2017;NA
195576;2022-11-30;Humanities and Social Sciences;Early Postdoc.Mobility 2020 März;NA
172680;2021-08-31;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;NA
195031;2021-12-31;Biology and Medicine;Bridge - Proof of Concept 2020 March;NA
191664;2023-03-31;Biology and Medicine;Early Postdoc.Mobility 2019 September;NA
159495;2018-03-31;Biology and Medicine;Projektförderung 2014;NA
153985;2018-10-31;Mathematics, Natural- and Engineering Sciences;NFP 70: Gesuch 2014;NA
135192;2018-04-30;Biology and Medicine;Projektförderung 2010;NA
164375;2018-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
173007;2021-08-31;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;NA
170575;2021-04-30;Mathematics, Natural- and Engineering Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2016;NA
172262;2019-01-31;Humanities and Social Sciences;Early Postdoc.Mobility 2016;NA
190980;2022-06-30;Humanities and Social Sciences;Postdoc.Mobility 2019 August;NA
169564;2020-08-31;Humanities and Social Sciences;r4d Additional Thematic Call;NA
182005;2023-05-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;8BA0C57D-DEFC-4AC9-A835-7EE301417661
182005;2023-05-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;68640232-F392-400C-8874-DD0C71E0C7F8
181605;2019-12-31;Biology and Medicine;Early Postdoc.Mobility 2018 März;NA
169715;2021-07-31;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;NA
174150;2022-10-31;Humanities and Social Sciences;Ambizione 2017;NA
169589;2018-09-30;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;NA
179421;2021-12-31;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;NA
175654;2021-11-30;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;NA
183670;2022-10-31;Mathematics, Natural- and Engineering Sciences;Japan: JSPS-SNSF - Full-Proposal 2018;NA
165484;2021-06-30;Humanities and Social Sciences;Projektförderung 2015;NA
168801;2021-06-30;Humanities and Social Sciences;Doc.CH 2016 März;NA
159418;2018-03-31;Humanities and Social Sciences;Projektförderung 2014;NA
194915;2022-01-31;Humanities and Social Sciences;Doc.Mobility 2020 März;NA
166261;2020-04-30;Humanities and Social Sciences;Projektförderung 2015;NA
178251;2020-01-31;Mathematics, Natural- and Engineering Sciences;Bridge - Proof of Concept 2017 September;NA
160471;2018-06-30;Humanities and Social Sciences;SCOPES Institutional Partnerships 2014;NA
179217;2022-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;E2B7872E-BC31-4A39-BD5F-B09601FE6578
170929;2021-06-30;Interdisciplinary;Sinergia 2016;NA
179334;2021-05-31;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;NA
163016;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;8904AFE1-34D9-4E0C-AB8F-F4325C91D808
163016;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;CDEE2E16-569D-4CBF-8F3E-5CBE20FF412F
163016;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;D585DE7A-558B-489F-9F71-CAF68F06F224
163016;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;3558E674-61BE-4AFD-84AE-6AC3E5A53E10
163016;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;FA78CD14-8A6D-44A9-A828-BD03254BD192
163016;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;50A9F201-85BE-4758-8380-D18E4BF04AE2
163016;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;55A27C93-8B77-414C-A238-66A9F6321161
163016;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;2201AD5D-4342-4B14-B28E-A8E364A00580
163016;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;A7B770A1-BE4F-4DF1-AE5B-D9A4BA78C9FA
163016;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;0EA2406E-F436-43EC-8D24-44B5F868154A
163016;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;AF4B69DC-F9A2-4663-A1BA-475FD1E62E2A
177062;2023-06-30;Biology and Medicine;COST;CFE8C0C8-3901-4264-BF93-29D97B9B88D4
177062;2023-06-30;Biology and Medicine;COST;E1AA5084-85C1-40FC-934F-BBBCFE4A20DF
175741;2020-01-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;NA
193724;2021-09-30;Biology and Medicine;Bridge - Proof of Concept 2019 December;NA
156648;2018-03-31;Biology and Medicine;Projektförderung 2014;NA
167696;2018-02-28;Humanities and Social Sciences;Rückkehr CH Advanced Postdoc.Mobility 2016;NA
161202;2018-12-31;Mathematics, Natural- and Engineering Sciences;Ambizione 2015;NA
177521;2019-12-31;Biology and Medicine;longitudinal studies: full proposals 2017;NA
147699;2018-04-30;Humanities and Social Sciences;Sinergia 2013 ;NA
158369;2018-08-31;Humanities and Social Sciences;Marie Heim Vögtlin 2014;NA
169700;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;NA
166658;2020-11-30;Biology and Medicine;Projektförderung 2015;NA
159271;2019-04-30;Humanities and Social Sciences;Projektförderung 2014;AFBA7C07-E92B-4BF5-B776-D91A97BF736A
210981;2023-07-31;Humanities and Social Sciences;Postdoc.Mobility 2022 Februar;NA
153598;2019-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;NA
194930;2022-04-30;Humanities and Social Sciences;Doc.Mobility 2020 März;NA
161462;2019-11-30;Biology and Medicine;Ambizione 2015;NA
188963;2023-02-28;Humanities and Social Sciences;Projektförderung 2019 April Abt. 1;5A11AE27-641B-4F2C-AC92-B1E3FE98830D
188963;2023-02-28;Humanities and Social Sciences;Projektförderung 2019 April Abt. 1;37B7C8AA-6326-40EE-ACA5-C816686F5C96
188963;2023-02-28;Humanities and Social Sciences;Projektförderung 2019 April Abt. 1;97E12C52-DC87-4AC9-94A8-A6DF8F9F75A5
188963;2023-02-28;Humanities and Social Sciences;Projektförderung 2019 April Abt. 1;DB5D7156-EC4B-44F0-BF82-A8646505386D
185219;2022-03-31;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;NA
200042;2023-01-31;Humanities and Social Sciences;Doc.Mobility 2020 September;NA
165641;2021-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
156424;2018-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
172409;2021-07-31;Humanities and Social Sciences;NFP 73: Gesuch 2017;NA
195255;2021-12-31;Humanities and Social Sciences;Doc.Mobility 2020 März;NA
184306;2021-03-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2018 September;NA
184531;2020-11-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2018 September;NA
160310;2018-03-31;Biology and Medicine;Projektförderung 2014;NA
168556;2018-01-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;NA
169088;2019-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;NA
165517;2018-02-28;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
191842;2020-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 September;NA
171383;2019-11-30;Biology and Medicine;Marie Heim Vögtlin 2016;NA
177917;2019-07-31;Biology and Medicine;Advanced Postdoc.Mobility 2017;NA
155984;2020-03-31;Biology and Medicine;SNSF Starting Grants 2014;NA
210802;2023-08-31;Biology and Medicine;Postdoc.Mobility 2022 Februar;NA
163856;2019-09-30;Humanities and Social Sciences;Leadinghouses Switzerland-Russia (STCPSR) 2015;NA
178898;2022-03-31;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;NA
175570;2022-03-31;Biology and Medicine;Projektförderung 2017 April Abt. 3;CB2EF2B9-B1EC-446A-98B0-6EFB553602A7
199413;2022-06-30;Humanities and Social Sciences;Doc.Mobility 2020 September;NA
170463;2022-09-30;Humanities and Social Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2016;AABC4D66-E564-4099-9855-5ECFBB3A3665
202745;2023-12-31;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2021 Februar;NA
156829;2018-01-31;Biology and Medicine;Projektförderung 2014;NA
190855;2021-03-31;Mathematics, Natural- and Engineering Sciences;Spark 2019 Juli;NA
169838;2018-10-31;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;NA
182667;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;807E2C3F-E0EE-4A38-8816-8CBE8414E60A
182667;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;B08C774F-BE39-4039-9B10-FBA95BA2145C
182667;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;F9524A1B-AB39-4207-9D3B-68D3CADFB9BA
182667;2022-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;06B26E91-B100-4CE3-8F0C-D9AB2701E4EF
156970;2018-10-31;Humanities and Social Sciences;Projektförderung 2014;BFFA208F-1546-458A-9BE4-35FF5D3EAD6E
165367;2017-10-31;Biology and Medicine;Early Postdoc.Mobility 2015;NA
196955;2023-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2020 April Abt. 2;94428215-FE1B-4E6B-BD0B-6ADF15C05DC9
196955;2023-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2020 April Abt. 2;9CD27E6B-E879-4EBB-B6A1-A173D102F2D0
196955;2023-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2020 April Abt. 2;1D1D47CB-927E-4CF8-8513-E61506C62295
158483;2018-03-31;Humanities and Social Sciences;Advanced Postdoc.Mobility 2014;NA
204708;2023-04-30;Humanities and Social Sciences;Projektförderung 2021 April Abt. 1;NA
182948;2023-12-31;Biology and Medicine;COST 2018;D9E8F9B7-74E8-4D32-8C8F-36B900838D46
182948;2023-12-31;Biology and Medicine;COST 2018;14408722-4FE5-4D62-9402-81FA70DE1167
167657;2018-03-31;Biology and Medicine;Advanced Postdoc.Mobility 2016;NA
190936;2021-04-30;Humanities and Social Sciences;Spark 2019 Juli;E2857A73-4E2A-497D-AA92-0AF9ABA1314C
190505;2021-01-31;Humanities and Social Sciences;Spark 2019 Juli;NA
180683;2020-10-31;Humanities and Social Sciences;Postdoc.Mobility 2018 Februar;6578658A-B4A2-410F-89C9-8826ADE20E58
159241;2019-02-28;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;88B339CE-8CFE-4724-8F47-2B6B05715DEE
167707;2018-03-31;Humanities and Social Sciences;Advanced Postdoc.Mobility 2016;NA
191730;2021-06-30;Humanities and Social Sciences;Early Postdoc.Mobility 2019 September;NA
165794;2020-02-29;Humanities and Social Sciences;Projektförderung 2015;NA
167642;2017-11-30;Mathematics, Natural- and Engineering Sciences;Advanced Postdoc.Mobility 2016;NA
166670;2020-01-31;Biology and Medicine;Projektförderung 2015;NA
184664;2021-08-31;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;NA
160782;2018-09-30;Biology and Medicine;Sinergia 2015;NA
157556;2020-03-31;Biology and Medicine;SNF-Förderprofessuren Gesuch Stufe 2 2014;NA
178402;2019-03-31;Humanities and Social Sciences;Doc.Mobility 2017 September;NA
150066;2017-10-31;Biology and Medicine;Projektförderung 2013 ;NA
149741;2018-03-31;Biology and Medicine;Projektförderung 2013 ;0466F46A-81E2-41CC-B23E-ED0C5CF5CB49
184231;2020-08-31;Biology and Medicine;Early Postdoc.Mobility 2018 September;NA
203001;2022-10-31;Biology and Medicine;Postdoc.Mobility 2021 Februar;NA
188253;2021-09-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 März;NA
171345;2018-06-30;Humanities and Social Sciences;Marie Heim Vögtlin 2016;NA
172181;2018-06-30;Biology and Medicine;Early Postdoc.Mobility 2016;NA
174925;2018-06-30;Humanities and Social Sciences;Doc.Mobility 2017;NA
186872;2021-08-31;Mathematics, Natural- and Engineering Sciences;Eccellenza 2019;NA
156521;2019-08-31;Humanities and Social Sciences;Projektförderung 2014;NA
160877;2020-03-31;Biology and Medicine;r4d - 2. Thematically Open Call - Gesuch 2015;15C52E6F-A26F-4BD9-A915-15BF623AFCDD
166657;2019-12-31;Biology and Medicine;Projektförderung 2015;NA
172242;2019-01-31;Biology and Medicine;Early Postdoc.Mobility 2016;NA
163432;2018-12-31;Biology and Medicine;Projektförderung 2015;NA
171397;2018-01-31;Humanities and Social Sciences;Marie Heim Vögtlin 2016;NA
183996;2020-02-29;Humanities and Social Sciences;Doc.Mobility 2018 September;NA
173027;2022-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;NA
149495;2017-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;NA
165932;2019-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
165975;2019-07-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
179818;2023-05-31;Mathematics, Natural- and Engineering Sciences;Ambizione 2017 November;NA
161343;2019-08-31;Mathematics, Natural- and Engineering Sciences;Ambizione 2015;928347D7-3244-431E-A6C6-B59A4488A586
162362;2018-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;85790F51-9725-40A6-8F76-09317E5750D8
162362;2018-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;51515F49-AA11-40CF-A522-2EA021D83448
162362;2018-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;D45635E8-8E1F-4025-A502-328F87E1CCBF
162362;2018-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;95E3B7B5-A307-42B2-B68A-FCF5B60AC803
168296;2018-03-31;Humanities and Social Sciences;Early Postdoc.Mobility 2016;NA
144592;2018-04-30;Humanities and Social Sciences;Projektförderung 2012;NA
154800;2018-07-31;Mathematics, Natural- and Engineering Sciences;Ambizione 2014;NA
159531;2018-08-31;Humanities and Social Sciences;Projektförderung 2014;NA
172183;2018-08-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;NA
172233;2018-10-31;Biology and Medicine;Early Postdoc.Mobility 2016;50418BAE-CE6F-41FA-97D6-B7D2D32B9DCF
172233;2018-10-31;Biology and Medicine;Early Postdoc.Mobility 2016;6D087EDF-7367-4959-9281-42DD34A76C1C
156948;2018-10-31;Biology and Medicine;Projektförderung 2014;NA
160374;2018-12-31;Humanities and Social Sciences;r4d - Public Health Gesuch;NA
170460;2022-12-31;Humanities and Social Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2016;NA
168479;2017-12-31;Humanities and Social Sciences;Early Postdoc.Mobility 2016;NA
173972;2023-02-28;Biology and Medicine;Ambizione 2017;NA
177504;2021-02-28;Biology and Medicine;NFP 72: Second Call 2017;NA
166316;2019-03-31;Biology and Medicine;Projektförderung 2015;NA
198255;2023-05-31;Biology and Medicine;NFP 78 Covid-19 2020;NA
203687;2023-05-31;Mathematics, Natural- and Engineering Sciences;Bridge - Proof of Concept 2021 March;NA
154741;2018-10-31;Biology and Medicine;Ambizione 2014;NA
163417;2018-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
162387;2018-09-30;Humanities and Social Sciences;Projektförderung 2015;NA
153597;2017-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;NA
171949;2018-01-31;Humanities and Social Sciences;Doc.Mobility 2016;NA
182877;2022-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;NA
163042;2018-02-28;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
163258;2018-09-30;Biology and Medicine;Projektförderung 2015;206CF5AD-F543-4CBD-88BE-9D907EB51387
163258;2018-09-30;Biology and Medicine;Projektförderung 2015;1425A353-815F-4891-9CEB-4C89583CD95E
163258;2018-09-30;Biology and Medicine;Projektförderung 2015;A427D2D2-63AB-4D8A-85D0-BF36A9EC1CC0
163258;2018-09-30;Biology and Medicine;Projektförderung 2015;3399FE39-061E-4176-9F0E-DD741ED3E060
163258;2018-09-30;Biology and Medicine;Projektförderung 2015;447387F1-5075-41C1-A060-75F9D3457665
183447;2022-06-30;Biology and Medicine;NFP 74: Targeted Call;NA
144717;2019-04-30;Humanities and Social Sciences;SNF-Förderprofessuren 2012;NA
190732;2021-01-31;Mathematics, Natural- and Engineering Sciences;Spark 2019 Juli;NA
191117;2022-01-31;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2019 August;NA
171470;2018-07-31;Humanities and Social Sciences;Rückkehr CH Advanced Postdoc.Mobility 2016;NA
194960;2022-09-30;Biology and Medicine;Early Postdoc.Mobility 2020 März;NA
155644;2017-12-31;Mathematics, Natural- and Engineering Sciences;precoR 2014;NA
193732;2022-06-30;Mathematics, Natural- and Engineering Sciences;Bridge - Proof of Concept 2019 December;4CC47843-9C3A-4750-A6C3-DBF4B6A22957
173534;2021-07-31;Biology and Medicine;Investigator initiated clinical trials, Call 2016;NA
159731;2018-03-31;Biology and Medicine;Projektförderung 2014;NA
178826;2021-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;NA
174128;2021-02-28;Mathematics, Natural- and Engineering Sciences;Ambizione 2017;NA
153013;2019-05-31;Humanities and Social Sciences;Projektförderung 2013 ;NA
178734;2023-02-28;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;D3A3037E-B183-4E11-B528-9CF622A80CDC
178734;2023-02-28;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;181359D2-D2F1-445C-973D-BE2FFC0F2A7F
198899;2023-07-31;Humanities and Social Sciences;SNF-Förderungsprofessuren: Fortsetzgsg. 2020 Juli;NA
173016;2021-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;NA
158393;2018-12-31;Humanities and Social Sciences;FACCE JPI 2013;NA
178699;2022-06-30;Humanities and Social Sciences;Doc.CH 2017 September;NA
166684;2018-10-31;Biology and Medicine;Projektförderung 2015;NA
156613;2018-09-30;Humanities and Social Sciences;Projektförderung 2014;NA
189369;2023-11-30;Biology and Medicine;Projektförderung 2019 April Abt. 3;NA
188596;2023-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2019 April Abt. 2;NA
179459;2020-09-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;NA
159223;2018-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
163342;2019-06-30;Biology and Medicine;Projektförderung 2015;NA
190802;2021-07-31;Biology and Medicine;Spark 2019 Juli;0389C4BB-BB14-4966-ADDB-B1CD3BB19084
194935;2022-05-31;Humanities and Social Sciences;Early Postdoc.Mobility 2020 März;NA
156387;2018-03-31;Humanities and Social Sciences;Projektförderung 2014;NA
149628;2018-04-30;Biology and Medicine;Projektförderung 2013 ;NA
170930;2021-03-31;Interdisciplinary;Sinergia 2016;NA
195573;2021-12-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2020 März;NA
